"","Nombre","Marca","Precio","Supermercado","Hora","unidad","precio_unidad","Categoria","Subcategoria","Estado"
"20216","Bebida de Soja con Chocolate","CONSUM",1.09,"Consum",6977,"LITRO",1.09,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20217","Flan de Huevo Equilibrio Desnatado Pack de 4 U.","REINA",2.29,"Consum",6978,"KILO",4.98,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20218","Postre Gelificado Sabor Fresa Pack de 6 U","CONSUM",1,"Consum",6979,"KILO",1.67,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20219","Leche Entera Sin Lactosa","PASCUAL",1.44,"Consum",6980,"LITRO",1.44,"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas","Añadir"
"20220","Queso Rallado Parmigiano Reggiano","FERRARINI",1.79,"Consum",6981,"KILO",26.5,"Charcutería y quesos","Queso curado, semicurado y tierno","Añadir"
"20221","Queso Mozzarella Fresca","CONSUM",0.95,"Consum",6982,"KILO",7.6,"Charcutería y quesos","Queso curado, semicurado y tierno","Añadir"
"20222","Danonino Street Sabor Fresa Pack de 4 U","DANONE",2.59,"Consum",6983,"KILO",9.25,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20223","Tabla Mixta de Quesos","CONSUM",2.75,"Consum",6984,"KILO",18.33,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20224","Lima Bandeja",NA,1.29,"Consum",6985,"KILO",5.16,"Carnicería","Precocinados envasados","Añadir"
"20225","Fruta Leche Caribe Zero. Pack de 6","DON SIMON",1.49,"Consum",6986,"LITRO",1.24,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20226","Pieza precio aprox. - Berenjena Rayada",NA,0.89,"Consum",6987,"KILO",1.99,"Perfumería, higiene, salud","Desodorantes","Añadir"
"20227","Batido de Vainilla Pack de 6","CONSUM KIDS",1.55,"Consum",6988,"LITRO",1.29,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20228","Batido de Fresa Pack de 6","CONSUM KIDS",1.55,"Consum",6989,"LITRO",1.29,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20229","Bebida de Arroz Brik","YOSOY",1.7,"Consum",6990,"LITRO",1.7,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20230","Bebida de Avena Brik","YOSOY",1.65,"Consum",6991,"LITRO",1.45,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20231","Natillas de Vainilla con Galleta Pack de 4 U.","CONSUM",1.25,"Consum",6992,"KILO",2.5,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20232","Arroz con Leche Pack de 4 Unidades","CONSUM",1.4,"Consum",6993,"KILO",2.8,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20233","Surtido de Flanes Pack de 6 Unidades","REINA",3.25,"Consum",6994,"KILO",5.42,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20234","Leche sin Lactosa Semidesnatada Brik","ASTURIANA",1.25,"Consum",6995,"LITRO",1.25,"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas","Añadir"
"20235","Naranja Malla",NA,3.18,"Consum",6996,"KILO",1.59,"Agua, refrescos y zumos","Zumos","Añadir"
"20236","Boquerones en Vinagre","BRUIMAR",1.79,"Consum",6997,"KILO",35.8,"Perfumería, higiene, salud","Cuidado bucal","Añadir"
"20237","Leche Evaporada Brik","IDEAL",2.42,"Consum",6998,"KILO",4.61,"Leche, huevos y mantequilla","Chocolates y bombones","Añadir"
"20238","Pouche Hero Nanos Plátano y Fresa","HERO",1.19,"Consum",6999,"KILO",10,"Perfumería, higiene, salud","Desodorantes","Añadir"
"20239","Pouche Hero Nanos Naranja, Platano y Galleta","HERO",1.19,"Consum",7000,"KILO",10,"Perfumería, higiene, salud","Galletas","Añadir"
"20240","Leche de Cabra semidesnatada Botella","PULEVA",2.15,"Consum",7001,"LITRO",2.15,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20241","Leche Condensada Entera Lata","CONSUM",3.9,"Consum",7002,"KILO",3.9,"Conservas, caldos y cremas","Chocolates y bombones","Añadir"
"20242","Leche Condensada Desnatada Lata","CONSUM",4,"Consum",7003,"KILO",3.85,"Conservas, caldos y cremas","Chocolates y bombones","Añadir"
"20243","Natillas de Vainilla Pack de 4 Unidades","CONSUM",1.05,"Consum",7004,"KILO",2.1,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20244","Natillas de Chocolate Pack de 4 Unidades","CONSUM",1.05,"Consum",7005,"KILO",2.1,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20245","Flan de Vainilla Pack de 6 Unidades","CONSUM",1,"Consum",7006,"KILO",1.67,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20246","Bandeja 850 g aprox. - Arreglo para Paella de Pollo y Conejo","CONSUM",5.94,"Consum",7007,"KILO",6.95,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20247","Salchichón Extra","REVILLA",1,"Consum",7008,"KILO",15.38,"Charcutería y quesos","Lomo, chorizo, fuet, salchichón","Añadir"
"20248","Crema para Café Pack de 20","CAMPINA",1.1,"Consum",7009,"KILO",5.5,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20249","Danonino Petit Suisse Fresa y Plátano Pack 6 U","DANONE",1.44,"Consum",7010,"KILO",4.8,"Perfumería, higiene, salud","Cuidado bucal","Añadir"
"20250","Danonino Petit Suisse Sabor Fresa Pack de 6 U","DANONE",1.44,"Consum",7011,"KILO",4.8,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20251","Queso Gorgonzola D.O.P","IGOR",2.75,"Consum",7012,"KILO",13.75,"Charcutería y quesos","Queso curado, semicurado y tierno","Añadir"
"20252","Bebida de Almendras Brik","ALPRO",1.99,"Consum",7013,"LITRO",1.99,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20253","Camembert","NORMANDIE",1.83,"Consum",7014,"KILO",7.63,"Charcutería y quesos","Quesos fundidos y cremas","Añadir"
"20254","Queso Brie Punta","FLEUR FRANCE",1.6,"Consum",7015,"KILO",8,"Charcutería y quesos","Queso curado, semicurado y tierno","Añadir"
"20255","Queso Burgo Arias Natural","ARIAS",1.09,"Consum",7016,"KILO",9.08,"Charcutería y quesos","Queso curado, semicurado y tierno","Añadir"
"20256","Fruta Leche Tropical Zero. Pack de 6","DON SIMON",1.49,"Consum",7017,"LITRO",1.24,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20257","Burger Angus 2 Unidades","ROLER",3.99,"Consum",7018,"KILO",16.63,"Perfumería, higiene, salud","Helados y hielo","Añadir"
"20258","Yogur Natural Azucarado Pack de 12 Unidades","CONSUM",2.29,"Consum",7019,"KILO",1.53,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20259","Yogur Natural Pack de 12 Unidades","CONSUM",2.29,"Consum",7020,"KILO",1.53,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20260","Cuajada Natural Pack de 4 Unidades","CONSUM",1.29,"Consum",7021,"KILO",2.58,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20261","Huevas de Islandia Negras","ROYAL",2.35,"Consum",7022,"KILO",47,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20262","Salchichón Ibérico Lonchas","NAVIDUL",1,"Consum",7023,"100g",2.22,"Charcutería y quesos","Lomo, chorizo, fuet, salchichón","Añadir"
"20263","Salami Extra Lonchas","REVILLA",1,"Consum",7024,"KILO",15.38,"Charcutería y quesos","Lomo, chorizo, fuet, salchichón","Añadir"
"20264","Requesón","GRANJA RINYA",1,"Consum",7025,"KILO",4.5,"Charcutería y quesos","Queso fresco","Añadir"
"20265","Mozzarella","GALBANI",1,"Consum",7026,"KILO",10,"Charcutería y quesos","Queso fresco","Añadir"
"20266","Sobrasada Mallorca Loncheada","EL ZAGAL",1.15,"Consum",7027,"KILO",17.69,"Sobrasada","Lomo, chorizo, fuet, salchichón","Añadir"
"20267","Mousse de Chocolate Nestlé Gold","NESTLE",2.39,"Consum",7028,"KILO",10.48,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20268","Leche sin Lactosa Desnatada Brik","CONSUM",0.88,"Consum",7029,"LITRO",0.88,"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas","Añadir"
"20269","Queso Oveja Leche Cruda BDF","CONSUM",4.45,"Consum",7030,"KILO",17.8,"Charcutería y quesos","Chocolates y bombones","Añadir"
"20270","Activia 0% Cremoso Frutas Silvestres Pack 4","DANONE",2.39,"Consum",7031,"KILO",5.2,"Yogures y postres","Helados y hielo","Añadir"
"20271","Activia Cremoso Sabor Lima Limón","DANONE",2.39,"Consum",7032,"KILO",5.2,"Yogures y postres","Caramelos, chicles y golosinas","Añadir"
"20272","Mascarpone","GALBANI",3.49,"Consum",7033,"KILO",13.96,"Charcutería y quesos","Queso fresco","Añadir"
"20273","Philadelphia Natural Tarrina","PHILADELPHIA",3.55,"Consum",7034,"KILO",10.14,"Perfumería, higiene, salud","Agua","Añadir"
"20274","Seta Shiitake Bandeja",NA,1.99,"Consum",7035,"KILO",13.27,"Carnicería","Precocinados envasados","Añadir"
"20275","Cuajada de Oveja","GOSHUA",1.65,"Consum",7036,"KILO",10,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20276","Bebida de Avena Brik","VIVESOY",1.99,"Consum",7037,"LITRO",1.99,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20277","Nata Líquida Cocinar Brik","CONSUM",1.45,"Consum",7038,"LITRO",2.9,"Leche, huevos y mantequilla","Leche","Añadir"
"20278","Mini Brocheta Grill","CONSUM",2.99,"Consum",7039,"KILO",12.46,"Galletas, bollos y cereales","Helados y hielo","Añadir"
"20279","Tortitas Pizza","ALDELIS",2.79,"Consum",7040,"KILO",10.33,"Pizzas","Pizzas, bases y masas","Añadir"
"20280","Hamburguesa Pollo y Espinacas 4 Unidades","ALDELIS",3.45,"Consum",7041,"KILO",11.02,"Perfumería, higiene, salud","Helados y hielo","Añadir"
"20281","Fruta Leche Tropical Zero. Brik","DON SIMON",1.45,"Consum",7042,"LITRO",1.45,"Leche, huevos y mantequilla","Chocolates y bombones","Añadir"
"20282","Queso Rallado en Polvo","CONSUM",1.25,"Consum",7043,"KILO",8.33,"Perfumería, higiene, salud","Cuidado bucal","Añadir"
"20283","Pechuga de Pavo Adobado","SERRANO",3.99,"Consum",7044,"KILO",12.09,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20284","Preparado Picada Pollo","CONSUM",3.65,"Consum",7045,"KILO",9.13,"Mascotas","Perros","Añadir"
"20285","San Jacobo","CONSUM",3,"Consum",7046,"KILO",10,"Perfumería, higiene, salud","Desodorantes","Añadir"
"20286","Calabaza troceada Bandeja",NA,1.95,"Consum",7047,"KILO",4.88,"Carnicería","Precocinados envasados","Añadir"
"20287","Burger Meat Pollo 4 Unidades","CONSUM",2.75,"Consum",7048,"KILO",7.64,"Perfumería, higiene, salud","Helados y hielo","Añadir"
"20288","Bandeja 450 g aprox. - Pechuga de Pavo Adobada Ajillo","ALDELIS",4.39,"Consum",7049,"KILO",9.75,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20289","Activia 0% Natural Bífidus Desnatado","DANONE",5.09,"Consum",7050,"KILO",3.53,"Yogures y postres","Yogures bífidus y colesterol","Añadir"
"20290","Activia 0% Natural Edulcorado Pack 12 ud.","DANONE",5.09,"Consum",7051,"KILO",3.53,"Yogures y postres","Yogures bífidus y colesterol","Añadir"
"20291","Queso Rallado Hilo","CONSUM",0.72,"Consum",7052,"KILO",6.55,"Charcutería y quesos","Queso curado, semicurado y tierno","Añadir"
"20292","Pieza precio aprox. - Piña entera",NA,3.81,"Consum",7053,"KILO",1.79,"Perfumería, higiene, salud","Desodorantes","Añadir"
"20293","Bebida Avena Calcio Brik","YOSOY",1.7,"Consum",7054,"LITRO",1.7,"Agua, refrescos y zumos","Zumos","Añadir"
"20294","Bebida de Almendras Brik","ALMENDROLA",1.99,"Consum",7055,"LITRO",1.99,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20295","Leche Entera Ecológica Brik","PULEVA",1.45,"Consum",7056,"LITRO",1.45,"Leche, huevos y mantequilla","Chocolates y bombones","Añadir"
"20296","Bandeja 500 g aprox. - Chuletas de Pavo Marinadas al Ajillo","ALDELIS",4.1,"Consum",7057,"KILO",8.2,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20297","Bebida de Coco Brik","ALPRO",2.29,"Consum",7058,"LITRO",2.29,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20298","Mantequilla Tradicional Tarrina","ASTURIANA",3.55,"Consum",7059,"KILO",14.2,"Charcutería y quesos","Helados y hielo","Añadir"
"20299","Nata sin Lactosa","ASTURIANA",1.65,"Consum",7060,"LITRO",8.25,"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas","Añadir"
"20300","Albóndiga Mixta","CONSUM",3.25,"Consum",7061,"KILO",8.67,"Pizzas y platos preparados","Precocinados envasados","Añadir"
"20301","Preparado Lácteo Max sin Lactosa","PULEVA",1.89,"Consum",7062,"LITRO",1.69,"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas","Añadir"
"20302","Burger Entrecot Aguja 2 Unidades","ROLER",3.95,"Consum",7063,"KILO",16.46,"Perfumería, higiene, salud","Helados y hielo","Añadir"
"20303","Bifrutas Tropical Zero Pack de 6","BIFRUTAS",2.39,"Consum",7064,"LITRO",1.99,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20304","Fruta Leche Melón Sandía Zero Pack 6x200","DON SIMON",1.49,"Consum",7065,"LITRO",1.24,"Yogures y postres","Chocolates y bombones","Añadir"
"20305","Salchichas Wieners Bocadillo","OSCAR MAYER",1.75,"Consum",7066,"KILO",6.36,"Salchichas","Salchichas","Añadir"
"20306","Batido de Fresa Botella","CHOLECK",1.85,"Consum",7067,"LITRO",1.49,"Perfumería, higiene, salud","Cuidado bucal","Añadir"
"20307","Tarrito Fruta Variada Pack de 2","HERO",1.99,"Consum",7068,"KILO",8.29,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20308","Yogur Sabor Macedonia Pack de 4 Unidades","DANONE",1,"Consum",7069,"KILO",2.08,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20309","Tarrito Queso y Fruta Pack de 2","HERO",2.79,"Consum",7070,"KILO",17.44,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20310","Pieza precio aprox. - Manzana Granny Smith",NA,0.54,"Consum",7071,"KILO",2.19,"Perfumería, higiene, salud","Desodorantes","Añadir"
"20311","Bandeja 600 g aprox. - Cabeza Lomo de Cerdo","CONSUM",4.12,"Consum",7072,"KILO",6.84,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20312","Yogolino de Plátano Pack de 4","NESTLE",2.95,"Consum",7073,"KILO",7.38,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20313","Bandeja 650 g aprox. - Medio Conejo Troceado","CONSUM",6.01,"Consum",7074,"KILO",9.2,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20314","Salchichón a la Pimienta Finas Lonchas","SOLÀ",2.59,"Consum",7075,"KILO",17.27,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20315","Salchichón de Pavo 2 Unidades","GOIKOA",2.95,"Consum",7076,"KILO",19.67,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20316","Bandeja 1,1 kg aprox. - Escalopín Lomo Familiar","CONSUM",7.79,"Consum",7077,"KILO",7.09,"Carnicería","Perros","Añadir"
"20317","Yogur Fresa Macedonia Plátano y Tarta de Queso","DANONE",1.99,"Consum",7078,"KILO",2.07,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20318","Boquerones en Aceite de Oliva con Ajo y Perejil","BRUIMAR",2.15,"Consum",7079,"KILO",43,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20319","Tarrito Merienda Galleta Fruta Variada Pack 2","HERO",2.99,"Consum",7080,"KILO",7.87,"Perfumería, higiene, salud","Galletas","Añadir"
"20320","Yogolino Natural Pack de 4","NESTLE",2.95,"Consum",7081,"KILO",7.38,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20321","Stevia Edulcorante","CONSUM",1.85,"Consum",7082,"UNIDAD",0.04,"Edulcorantes y otros","Azúcar y edulcorantes","Añadir"
"20322","Bebida de Chufa Zero Botella","CHUFI",1.89,"Consum",7083,"LITRO",1.89,"Perfumería, higiene, salud","Cuidado bucal","Añadir"
"20323","Danet de Chocolate Natillas Pack de 4 Und.","DANONE",1.99,"Consum",7084,"KILO",4.15,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20324","Danonino Petit Maxi Fresa y Plátano Pack 4 U","DANONE",2.11,"Consum",7085,"KILO",5.28,"Perfumería, higiene, salud","Cuidado bucal","Añadir"
"20325","Flan de Huevo al Baño María","REINA",2.19,"Consum",7086,"KILO",4.98,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20326","Horchata Original Botellín Pack de 3","CHUFI",2.35,"Consum",7087,"LITRO",3.13,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20327","Pieza precio aprox. - Pera Alejandrina",NA,0.61,"Consum",7088,"KILO",2.29,"Perfumería, higiene, salud","Desodorantes","Añadir"
"20328","Sobrasada Etiqueta Negra","ZAGAL",2.85,"Consum",7089,"KILO",14.25,"Patatas fritas, encurtidos y frutos secos","Aceitunas y encurtidos","Añadir"
"20329","Pieza precio aprox. - Manzana Pink Lady",NA,0.66,"Consum",7090,"KILO",2.99,"Perfumería, higiene, salud","Desodorantes","Añadir"
"20330","Cebolla Tierna Pequeña Bandeja",NA,2.19,"Consum",7091,"KILO",7.3,"Carnicería","Precocinados envasados","Añadir"
"20331","Salami Extra Lonchas 4x60","CONSUM",1.97,"Consum",7092,"KILO",8.21,"Charcutería y quesos","Lomo, chorizo, fuet, salchichón","Añadir"
"20332","Migas de Bacalao","CONSUM",2.99,"Consum",7093,"KILO",29.9,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20333","Queso Rallado Mozzarella Bolsa","ARLA",3.07,"Consum",7094,"KILO",20.47,"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas","Añadir"
"20334","Pepino Holandes Peso Aproximado 300 gr",NA,0.99,"Consum",7095,"KILO",3.3,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20335","Queso Fresco Batido Desnatado 0% M.G","FLOR BURGOS",2.1,"Consum",7096,"KILO",4.67,"Charcutería y quesos","Queso curado, semicurado y tierno","Añadir"
"20336","Queso Rallado Pizzas 5 Quesos con Azul","FORVAL",2.35,"Consum",7097,"KILO",15.67,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20337","Queso Fresco 0% Pack de 2 Unidades","CONSUM",1.9,"Consum",7098,"KILO",3.8,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20338","Magro Adobado","SERRANO",2.99,"Consum",7099,"KILO",9.06,"Elaborados","Cerdo","Añadir"
"20339","Palitos de Bacalao Estilo Inglés","CONSUM",3.59,"Consum",7100,"KILO",39.89,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20340","Media pieza precio aprox. - Piña Partida",NA,1.88,"Consum",7101,"KILO",1.79,"Perfumería, higiene, salud","Desodorantes","Añadir"
"20341","Naranja para Zumo Malla",NA,4.95,"Consum",7101,"KILO",1.24,"Mascotas","Perros","Añadir"
"20342","Pieza precio aprox. - Kiwi Amarillo","ZESPRI",0.91,"Consum",7102,"KILO",6.29,"Perfumería, higiene, salud","Desodorantes","Añadir"
"20343","Yogur Sabores Pack de 12 Unidades","CONSUM",2.05,"Consum",7103,"KILO",1.37,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20344","Preparado Picada Mixta","CONSUM",2.85,"Consum",7104,"KILO",11.4,"Panes, harinas y masas","Preparados para postres","Añadir"
"20345","Batido Shake Vaso","COLA CAO",1.64,"Consum",7105,"LITRO",8.2,"Yogures y postres","Batidos y horchatas","Añadir"
"20346","Pieza precio aprox. - Melocotón Rojo",NA,0.82,"Consum",7106,"KILO",3.99,"Perfumería, higiene, salud","Desodorantes","Añadir"
"20347","Pieza precio aprox. - Albaricoque",NA,0.32,"Consum",7107,"KILO",3.79,"Perfumería, higiene, salud","Desodorantes","Añadir"
"20348","Leche Merengada Canela y Limón Brik","RAM",1.89,"Consum",7108,"LITRO",1.45,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20349","Tarrito 4 Frutas Mi Menú con Galleta","BE PLUS",1.99,"Consum",7109,"KILO",4.98,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20350","Batido 0% Shake Vaso","COLA CAO",1.64,"Consum",7110,"LITRO",8.2,"Yogures y postres","Zumos","Añadir"
"20351","Bandeja 500 g aprox. - Embutido Mixto","CONSUM",4.35,"Consum",7111,"KILO",8.69,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20352","Cereza Tarrina",NA,3.49,"Consum",7112,"KILO",6.98,"Charcutería y quesos","Helados y hielo","Añadir"
"20353","Yogur Desnatado Chocolate Fondant Pack4","SVELTESSE",2.49,"Consum",7113,"KILO",4.98,"Azúcar, chocolates y caramelos","Chocolates y bombones","Añadir"
"20354","Pieza precio aprox. - Paraguayo",NA,0.61,"Consum",7114,"KILO",3.79,"Perfumería, higiene, salud","Desodorantes","Añadir"
"20355","Anchoas en Aceite de Oliva","BRUIMAR",3.45,"Consum",7116,"KILO",69,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20356","Bonito Lonchas","ANGOMAR",1.09,"Consum",7117,"100g",2.73,"En lonchas","Atún, bonito y caballa","Añadir"
"20357","Activia Avena Nueces Bifidus P-4 U","DANONE",2.99,"Consum",7118,"KILO",6.5,"Perfumería, higiene, salud","Cuidado bucal","Añadir"
"20358","Pouche Bio Manzana y Plátano","BE PLUS",1.09,"Consum",7119,"KILO",10.9,"Perfumería, higiene, salud","Ambientadores","Añadir"
"20359","Pieza precio aprox. - Nectarina",NA,0.96,"Consum",7120,"KILO",3.99,"Perfumería, higiene, salud","Desodorantes","Añadir"
"20360","Horchata Condensada Botella","HISC",6.49,"Consum",7121,"LITRO",6.49,"Cervezas, vinos y bebidas con alcohol","Vino tinto","Añadir"
"20361","Bandeja 450 g aprox. - Lomo Adobado Extra","LORIENTE",3.29,"Consum",7122,"KILO",7.3,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20362","Queso Untar Natural Tarrina","CONSUM",1.18,"Consum",7123,"KILO",4.72,"Charcutería y quesos","Queso curado, semicurado y tierno","Añadir"
"20363","Prep. Lácteo Omega 3 Sin Lactosa Brik","PULEVA",1.89,"Consum",7124,"LITRO",1.89,"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas","Añadir"
"20364","Marineras Salmón y Merluza",NA,2.99,"Consum",7125,"KILO",18.69,"Perfumería, higiene, salud","Desodorantes","Añadir"
"20365","Queso Fresco sin Sal Pack de 4 Unidades","CONSUM",1.6,"Consum",7126,"KILO",6.4,"Perfumería, higiene, salud","Caramelos, chicles y golosinas","Añadir"
"20366","Postre Gelificado Sabor Multifrutas Pack 6","CONSUM",1,"Consum",7127,"KILO",1.67,"Yogures y postres","Caramelos, chicles y golosinas","Añadir"
"20367","Natillas con Galleta Pack de 8 Unidades","REINA",3.45,"Consum",7128,"KILO",3.45,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20368","Queso Untar Light Tarrina","CONSUM",1.18,"Consum",7129,"KILO",4.72,"Charcutería y quesos","Queso curado, semicurado y tierno","Añadir"
"20369","Queso Cheddar Curado","LEISTON",2.85,"Consum",7130,"KILO",14.25,"Charcutería y quesos","Queso curado, semicurado y tierno","Añadir"
"20370","Bebida Avena Ecológica Brik","YOSOY",1.85,"Consum",7131,"LITRO",1.85,"Agua, refrescos y zumos","Zumos","Añadir"
"20371","Levadura de Cerveza Bolsa","NATURTIERRA",3.79,"Consum",7132,"KILO",25.27,"Perfumería, higiene, salud","Caramelos, chicles y golosinas","Añadir"
"20372","Danet de Vainilla Natillas Pack de 8 Und.","DANONE",3.79,"Consum",7133,"KILO",3.32,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20373","Copa de Chocolate Nata Pack de 2 Unidades","DANONE",1.59,"Consum",7134,"KILO",7.23,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20374","Arroz con Leche Pack de 4 Unidades","REINA",2.09,"Consum",7135,"KILO",3.56,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20375","Queso Brie Cuña","PRESIDENT",3.59,"Consum",7136,"KILO",17.95,"Charcutería y quesos","Queso curado, semicurado y tierno","Añadir"
"20376","Postre Sabor Galleta Pack de 2 Unidades","LA LECHERA",1.59,"Consum",7137,"KILO",5.56,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20377","Mini Brocheta Curry","CONSUM",2.99,"Consum",7138,"KILO",12.46,"Galletas, bollos y cereales","Helados y hielo","Añadir"
"20378","Pieza precio aprox. - Naranja",NA,0.57,"Consum",7139,"KILO",1.89,"Perfumería, higiene, salud","Desodorantes","Añadir"
"20379","Activia 0% Cremoso Vainilla de Madagascar","DANONE",2.39,"Consum",7140,"KILO",5.2,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20380","Mozzarella Buffala DOP","SPIGA",2.05,"Consum",7141,"KILO",16.4,"Charcutería y quesos","Queso fresco","Añadir"
"20381","Nata Cocina Pack de 3 Minibrik","CONSUM",1.75,"Consum",7142,"LITRO",2.92,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20382","Activia con Pera Yogur Bífidus P-4 ud.","DANONE",2.99,"Consum",7143,"KILO",6.23,"Yogures y postres","Chocolates y bombones","Añadir"
"20383","Nata Montar Brik","CONSUM",1.65,"Consum",7144,"LITRO",3.3,"Leche, huevos y mantequilla","Leche","Añadir"
"20384","Lecitina de Soja con Chía","NATURTIERRA",4.79,"Consum",7145,"KILO",23.95,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20385","Huevo Campero L 1/2 Docena","MONTERDE",2.01,"Consum",7146,"DOCENA",4.02,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20386","Queso Untar Natural","SAN MILLAN",1.99,"Consum",7147,"KILO",9.95,"Charcutería y quesos","Queso curado, semicurado y tierno","Añadir"
"20387","Yogur Sabor Coco Pack de 4 Unidades","DANONE",1,"Consum",7148,"KILO",2.08,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20388","Edulcorante 400 Comprimidos","NATREEN",3.95,"Consum",7149,"UNIDAD",0.01,"Perfumería, higiene, salud","Hidratación corporal","Añadir"
"20389","Queso Fresco Tarrina en Salmuera","ARLA",3.64,"Consum",7150,"KILO",18.2,"Perfumería, higiene, salud","Cuidado bucal","Añadir"
"20390","Queso Apetina en Aceite Tarro","ARLA",3.55,"Consum",7151,"KILO",13.4,"Perfumería, higiene, salud","Cuidado bucal","Añadir"
"20391","Salchichas de Pavo 7 Unidades","CONSUM",1.6,"Consum",7152,"KILO",3.81,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
"20392","Salchichas Frankfurt 4 Unidades","CAMPOFRÍO",2.25,"Consum",7153,"KILO",4.02,"Perfumería, higiene, salud","Helados y hielo","Añadir"
"20393","Salchichas con Queso 7 Unidades","CONSUM",1.25,"Consum",7154,"KILO",2.98,"Perfumería, higiene, salud","Chocolates y bombones","Añadir"
